机构标准名,总频次,CNKI频次,WOS频次,CSCD频次
中国科学院安全普拉奥德研究,2,0,2,0
中国科学院特拉阿恩斯普奥尔特阿特科学,2,0,2,0
中国科学院航空航天科学&创新,2,0,2,0
中国科学院航空航天阿埃尔奥德伊恩阿姆,2,0,2,0
中国能源工程格拉普,2,0,2,0
中国能源格拉普克奥勒克奥克伊恩公司有限公司,2,0,2,0
中国能源江苏电力公司有限公司,2,0,2,0
中国航空航天科学&技术公司,2,0,2,0
中国航空航天科学伊恩德公司,2,0,2,0
中国航空航天科学伊恩德公司731医院,2,0,2,0
中国航空航天科学伊恩德南京奇埃恩瓦恩格拉普,2,0,2,0
中国航空航天科学技术格拉普公司有限公司,2,0,2,0
中国资源电力徐州公司有限公司,2,0,2,0
中国赫瓦伊欧格拉普公司,2,0,2,0
中国赫瓦德亚恩公司,2,0,2,0
中国赫瓦德亚恩电子研究院,2,0,2,0
中国赫瓦恩库伊乌克奥恩特拉阿克特伊恩工程北京公司有限公司,2,0,2,0
中国赫艾斯乌姆工程公司有限公司,2,0,2,0
中国阿斯特尔奥恩奥特斯研究特拉艾恩伊恩中心,2,0,2,0
中心交通学院维伊,2,0,2,0
中心伊恩恩奥维阿克库伊姆阿维阿恩兹阿德阿奥尔弗埃奥克伊恩库阿,2,0,2,0
中心伊恩特埃尔德伊斯克伊普勒伊恩阿尔伊研究教育,2,0,2,0
中心伊恩特埃尔德伊普阿尔特伊姆埃恩特阿勒埃尔伊克尔伊斯奥恩阿恩兹阿姆阿格恩埃特恩乌克勒,2,0,2,0
中心伊恩维埃斯特伊恩恩奥维阿克技术,2,0,2,0
中心伊恩维埃斯特克耶恩特教育斯乌普埃尔埃恩斯埃恩阿德阿克伊克埃斯埃,2,0,2,0
中心伊恩维埃斯特勒伊勒勒伊公司,2,0,2,0
中心伊恩维埃斯特埃恩埃尔格埃特姆埃德约阿姆布耶恩特阿勒埃斯技术克耶姆阿,2,0,2,0
中心伊恩维埃斯特埃斯特乌德约斯阿维阿恩兹阿德奥斯伊普恩,2,0,2,0
中心伊恩维埃斯特奥普特,2,0,2,0
中心伊恩维埃斯特布约姆埃德尔埃德,2,0,2,0
中心伊恩维埃斯特德埃斯阿尔尔奥勒勒奥技术埃勒埃克特拉奥库伊姆克伊德埃特埃,2,0,2,0
中心伊恩维埃斯特材料阿维阿恩兹阿德奥斯斯克克伊姆阿维,2,0,2,0
中心伊恩维埃斯特格埃奥勒克奥恩伊克埃特乌恩勒普,2,0,2,0
中心信息技术,2,0,2,0
中心先进斯特乌德耶斯研究德埃维斯阿尔德伊恩亚,2,0,2,0
中心先进过程技术乌尔布阿恩资源尔埃克奥维埃尔伊克阿普,2,0,2,0
中心克奥勒布埃德姆埃斯阿恩埃德埃维乌特伊勒伊兹阿特,2,0,2,0
中心克耶恩克亚斯布约勒斯奥德埃,2,0,2,0
中心创新克奥姆普埃特埃恩克埃克伊克维伊尔特乌赫克奥恩,2,0,2,0
中心创新材料阿尔奇伊特埃克特乌尔埃斯,2,0,2,0
中心卓越特阿弗埃姆奥特奥尔斯特拉阿克特奥尔斯有限公司,2,0,2,0
中心卓越赫阿兹阿尔德欧斯斯乌布斯特姆阿恩阿格埃姆埃恩特赫斯姆,2,0,2,0
中心南方中国电子电力德埃斯伊格恩研究所公司有限公司,2,0,2,0
中心原子能布阿尔伊勒奥奇埃,2,0,2,0
中心可再生能源,2,0,2,0
中心国家埃特乌德斯普阿特亚勒埃斯,2,0,2,0
中心国家尔埃奇科学技术,2,0,2,0
中心国家赫伊德拉奥格埃恩奥克恩赫2,2,0,2,0
中心埃克斯普勒奥尔阿特特阿尔格埃特伊恩,2,0,2,0
中心埃勒埃克特拉奥奇埃姆研究研究所克埃克拉伊,2,0,2,0
中心埃恩埃尔格耶材料特埃勒埃克奥姆姆乌恩,2,0,2,0
中心姆伊克拉奥克阿尔阿克特埃尔伊斯阿特尔艾姆奥恩德克阿斯特艾恩,2,0,2,0
中心姆伊克斯特奥克斯伊克大学,2,0,2,0
中心姆伊恩德阿恩阿奥大学,2,0,2,0
中心实验室,2,0,2,0
中心实验室格埃奥勒矿物埃克斯普勒奥尔阿特德埃维布乌尔特伊布埃特奥特,2,0,2,0
中心尔伊克斯维伊勒乌普普奥斯特乌德伊斯乌普埃尔斯阿尔德埃格恩阿克拉斯4,2,0,2,0
中心尔埃奇伊恩德库埃布埃克,2,0,2,0
中心尔埃奇技术埃恩埃尔格耶克拉特埃恩,2,0,2,0
中心尔埃奇技术阿格拉奥勒伊姆埃恩特艾尔埃斯,2,0,2,0
中心尔埃奇斯奥勒艾兹埃克拉埃斯,2,0,2,0
中心工程维埃赫伊克乌勒阿尔埃克斯赫奥斯特格阿斯埃斯阿布阿特埃姆埃恩特,2,0,2,0
中心布约埃恩埃尔格伊创新,2,0,2,0
中心布约恩埃格奥克约斯阿姆阿兹奥恩亚克布阿,2,0,2,0
中心库伊姆埃斯特尔乌特乌尔阿勒,2,0,2,0
中心弗伊斯材料克斯伊克乌普维埃赫乌,2,0,2,0
中心德埃斯阿尔尔奥勒勒奥乌尔布阿恩奥斯乌斯特埃恩特阿布勒埃克奥恩伊克伊特弗奥恩德阿普,2,0,2,0
中心德埃维埃恩埃尔格耶斯尔埃恩欧维埃勒阿布勒埃斯克德埃尔,2,0,2,0
中心恩埃尔维欧斯系统德拉乌格重点实验室四川省,2,0,2,0
中心恩埃特克阿尔布奥恩兹埃尔奥格埃奥埃恩埃尔格伊伊恩特埃勒勒伊格埃恩克埃斯乌斯特,2,0,2,0
中心恩埃瓦药科德埃维特埃斯特伊恩赫艾克欧,2,0,2,0
中心恩阿恩奥斯奥弗特姆阿特特埃尔科学克埃恩斯,2,0,2,0
中心恩阿恩欧伊恩特埃格拉阿特克埃恩伊德埃德维斯布乌尔格埃斯斯埃恩,2,0,2,0
中心技术埃斯特尔阿特埃格恩奥尔德埃斯特埃克埃特埃恩埃,2,0,2,0
中心技术矿物,2,0,2,0
中心技术矿物克埃特埃姆,2,0,2,0
中心技术系统乌恩伊恩奥维阿,2,0,2,0
中心技术维埃勒伊兹伊,2,0,2,0
中心斯特乌德伊科学技术普奥勒伊克伊,2,0,2,0
中心斯特尔阿特埃格能源资源,2,0,2,0
中心斯阿勒特姆阿尔伊恩埃化工研究研究所克斯伊尔,2,0,2,0
中心普伊尔奥勒伊斯埃姆阿尔耶恩奥,2,0,2,0
中心普勒艾恩斯环境普拉奥特埃克特公司有限公司,2,0,2,0
中心普勒阿斯特创新,2,0,2,0
中心普埃斯库伊斯阿埃恩埃尔格亚材料克恩普埃姆,2,0,2,0
中心普埃斯库伊斯阿德埃斯埃恩维奥勒维伊姆埃恩特奥勒埃奥普奥勒德奥阿姆埃尔伊克奥艾姆艾,2,0,2,0
中心普埃斯库伊斯阿斯德埃斯埃恩维奥勒维伊姆埃恩特奥勒埃奥普奥勒德奥阿姆埃尔伊克奥,2,0,2,0
中心材料姆伊恩埃斯阿勒埃斯克2姆阿,2,0,2,0
中心材料电子技术克姆埃特,2,0,2,0
中心格埃奥勒姆伊恩研究,2,0,2,0
中心格埃奥勒斯乌尔维伊,2,0,2,0
中心环境伊姆普勒伊克阿特恩阿恩奥特埃奇恩奥勒克伊恩特,2,0,2,0
中心瓦阿特埃尔环境研究兹瓦乌,2,0,2,0
中心研究所姆伊恩,2,0,2,0
中心研究所姆伊恩燃料研究克斯伊尔,2,0,2,0
中心研究所普勒阿斯特工程技术,2,0,2,0
中心研究所格埃奥勒埃克斯普勒奥尔阿特布阿斯埃普拉埃克约乌斯姆埃特,2,0,2,0
中心研究研究所德拉伊勒阿恩德农业,2,0,2,0
中心科学技术杰伊恩弗埃格埃尔克斯特杰弗,2,0,2,0
中心赫伊德拉奥格埃恩能源,2,0,2,0
临沂生态环境姆奥恩伊特奥尔伊恩中心,2,0,2,0
乌克勒伊勒勒埃,2,0,2,0
乌克奥恩格埃奥克奥恩斯乌勒特伊恩,2,0,2,0
乌克布勒伊奥恩1,2,0,2,0
乌兹布埃克日本创新中心伊欧斯,2,0,2,0
乌勒勒,2,0,2,0
乌勒姆国家科技学院,2,0,2,0
乌勒特伊姆阿特埃提高采收率服务,2,0,2,0
乌勒特拉阿斯普埃克亚勒伊兹埃德伊恩德姆阿奇伊恩埃尔伊公司有限公司,2,0,2,0
乌奥尔恩特斯伊尔,2,0,2,0
乌奥恩约斯特,2,0,2,0
乌奥斯大学斯欧斯阿姆普特奥恩,2,0,2,0
乌奥斯姆,2,0,2,0
乌奥斯弗伊尔埃恩兹埃,2,0,2,0
乌奥普,2,0,2,0
乌奥特埃赫恩奥弗伊勒特拉,2,0,2,0
乌奥维恩伊约斯恩奥克阿,2,0,2,0
乌姆伊德布阿布埃克奥普埃尔阿特公司乌布奥克,2,0,2,0
乌姆埃姆斯姆埃艾斯特,2,0,2,0
乌姆普,2,0,2,0
乌姆阿斯斯勒奥瓦埃勒勒弗拉阿恩克伊斯学院工程,2,0,2,0
乌尔克阿,2,0,2,0
乌尔阿勒国家姆伊恩大学,2,0,2,0
乌布伊,2,0,2,0
乌布勒,2,0,2,0
乌布埃学院,2,0,2,0
乌布奥,2,0,2,0
乌布奥克,2,0,2,0
乌弗乌,2,0,2,0
乌弗埃斯联邦大学埃斯普伊尔伊特奥斯阿恩特奥,2,0,2,0
乌弗弗,2,0,2,0
乌弗拉斯斯姆特大学克奥克奥德伊克奥特埃伊维欧伊尔埃,2,0,2,0
乌弗普拉大学联邦普阿尔阿恩阿,2,0,2,0
乌弗普阿,2,0,2,0
乌弗阿国家大学石油工程,2,0,2,0
乌弗阿国家石油工程大学,2,0,2,0
乌弗阿国家石油理工学院,2,0,2,0
乌弗阿研究所化工乌弗拉克尔阿斯,2,0,2,0
乌德拉格埃恩奥维阿,2,0,2,0
乌恩伊克伊普拉,2,0,2,0
乌恩伊克拉埃,2,0,2,0
乌恩伊勒埃维埃尔尔德布阿恩阿勒奥尔埃,2,0,2,0
乌恩伊勒埃维埃尔研究伊恩德亚,2,0,2,0
乌恩伊勒埃维埃尔研究普奥尔特斯乌恩勒伊格特,2,0,2,0
乌恩伊勒阿布伊恩特埃格拉阿特埃德系统阿恩阿勒特乌勒斯,2,0,2,0
乌恩伊弗阿克斯大学斯阿勒维阿德奥尔,2,0,2,0
乌恩伊德奥,2,0,2,0
乌恩伊普埃尔技术有限公司,2,0,2,0
乌恩伊普埃特拉奥勒中心研究教育乌恩伊克拉埃,2,0,2,0
乌恩伊特埃德国家勒奥克阿勒工程实验室赫阿尔布奥尔石油天然气斯特奥尔阿格,2,0,2,0
乌恩伊特埃德恩阿特约恩斯伊恩德德埃维奥尔格,2,0,2,0
乌恩伊特埃德斯特阿特埃斯格埃奥勒斯乌尔维伊,2,0,2,0
乌恩伊特埃德斯特阿特埃斯系农业,2,0,2,0
乌恩伊特埃德斯特阿特埃斯系能源,2,0,2,0
乌恩伊特埃德特埃斯特伊恩服务福建公司有限公司,2,0,2,0
乌恩伊特埃德研究中心资源材料,2,0,2,0
乌恩伊特埃德能源格拉普有限公司,2,0,2,0
乌恩伊维埃尔斯特阿尔科学技术什埃恩兹赫埃恩公司有限公司,2,0,2,0
乌恩克奥姆阿,2,0,2,0
乌恩尔克,2,0,2,0
乌恩布克,2,0,2,0
乌恩恩埃,2,0,2,0
乌恩斯阿姆,2,0,2,0
乌恩约恩学院,2,0,2,0
乌恩约恩尔埃斯伊恩埃尔阿埃斯普阿恩奥勒阿公司,2,0,2,0
乌斯伊德埃能源有限公司,2,0,2,0
乌斯姆,2,0,2,0
乌斯弗库,2,0,2,0
乌斯德阿阿尔斯埃尔尔克,2,0,2,0
乌斯恩科学院,2,0,2,0
乌斯恩阿维阿勒普奥斯特格拉阿德学院,2,0,2,0
乌斯普特乌,2,0,2,0
乌斯格伊斯乌姆,2,0,2,0
乌斯特布,2,0,2,0
乌斯系农业,2,0,2,0
乌斯系特拉阿恩斯普奥尔特阿特,2,0,2,0
乌斯能源信息阿德姆,2,0,2,0
乌斯阿尔姆伊克奥尔斯埃恩伊恩伊尔斯,2,0,2,0
乌斯阿尔姆伊尔德埃克奥姆,2,0,2,0
乌普姆克克恩尔斯,2,0,2,0
乌普姆克大学巴黎6,2,0,2,0
乌普拉布约瓦乌埃布,2,0,2,0
乌普特埃克阿斯普尔埃勒阿伊,2,0,2,0
乌普维姆,2,0,2,0
乌普维德大学普埃尔普伊格恩阿恩,2,0,2,0
乌普阿勒姆兹阿克阿特埃恩克奥,2,0,2,0
乌格克德阿埃克斯尔,2,0,2,0
乌格埃恩特,2,0,2,0
乌特,2,0,2,0
乌特克,2,0,2,0
乌特克埃斯克奥姆,2,0,2,0
乌特奥尔恩勒杰欧伊恩特研究所布约勒科学,2,0,2,0
乌特恩克奥恩伊克埃特,2,0,2,0
乌特斯,2,0,2,0
乌特普科技大学,2,0,2,0
乌特特阿尔阿赫阿恩德理工大学,2,0,2,0
乌特阿德,2,0,2,0
乌瓦埃,2,0,2,0
乙布拉奥恩斯乌尔格,2,0,2,0
云南奇伊赫奥恩伊恩特格埃尔姆阿恩伊乌姆伊恩德公司有限公司,2,0,2,0
云南姆埃特格拉普公司有限公司,2,0,2,0
云南电力格拉伊德,2,0,2,0
云南省重点实验室伊恩特埃恩斯伊弗伊克阿特姆埃特,2,0,2,0
云南省重点实验室克阿尔布奥恩斯埃库埃斯特尔阿特普奥勒勒乌特克奥恩,2,0,2,0
云南省重点实验室克阿尔布奥恩斯埃库埃斯特尔阿特普奥勒勒乌特公司,2,0,2,0
云南研究所克奥勒格埃奥勒普拉奥斯普埃克特,2,0,2,0
云南研究科学院埃克奥埃恩维伊尔奥恩姆科学,2,0,2,0
云南航空航天伊恩德公司有限公司,2,0,2,0
云南重点实验室普奥勒勒乌特过程姆阿恩阿格埃姆埃恩特普勒阿特伊乌勒,2,0,2,0
亚伊,2,0,2,0
亚历山大国家尔埃弗伊恩伊恩普埃特拉奥奇埃姆公司阿恩尔普克,2,0,2,0
亚历山大斯普埃克亚勒勒伊石油普拉奥德公司阿斯普普克,2,0,2,0
亚尔埃恩瓦阿特埃尔研究所恩奥尔埃格,2,0,2,0
亚特阿克斯伊克,2,0,2,0
亚阿姆,2,0,2,0
什乌恩德埃创新学院大学,2,0,2,0
什乌恩德埃格拉阿德学院大学,2,0,2,0
什伊克斯伊弗耶勒德奥普埃尔阿特德伊斯特新疆欧伊勒弗耶勒德公司,2,0,2,0
什伊姆姆埃尔中心,2,0,2,0
什伊恩克阿公司有限公司,2,0,2,0
什伊恩埃公司有限公司,2,0,2,0
什伊恩赫瓦阿先进材料格拉普公司有限公司,2,0,2,0
什伊恩阿斯学院技术,2,0,2,0
什伊普布勒德格技术研究院,2,0,2,0
什伊杰亚兹赫瓦恩什阿恩特艾技术公司有限公司,2,0,2,0
什伊格阿大学,2,0,2,0
什伊维恩阿德阿尔研究所埃姆伊恩埃恩克埃德伊姆埃德布埃大学,2,0,2,0
什埃勒勒中心,2,0,2,0
什埃勒勒乌斯特拉伊姆伊恩特埃乌尔奥普埃,2,0,2,0
什埃勒勒乌斯特拉伊姆美国,2,0,2,0
什埃勒勒伊恩德亚姆阿尔克埃特斯普维特有限公司,2,0,2,0
什埃勒勒伊恩特勘探普拉奥德公司,2,0,2,0
什埃勒勒伊恩特埃克斯普勒奥尔阿特普拉奥德乌斯公司,2,0,2,0
什埃勒勒伊恩特布维,2,0,2,0
什埃勒勒伊恩特格勒奥布阿勒斯奥勒乌特,2,0,2,0
什埃勒勒健康美国,2,0,2,0
什埃勒勒克阿特阿勒伊斯特斯技术,2,0,2,0
什埃勒勒克阿特阿勒伊斯特斯技术乌斯勒普,2,0,2,0
什埃勒勒公司,2,0,2,0
什埃勒勒埃克斯普勒奥尔阿特普拉奥德公司公司,2,0,2,0
什埃勒勒埃普公司,2,0,2,0
什埃勒勒格勒奥布阿勒斯奥勒乌特乌克有限公司,2,0,2,0
什埃勒勒格勒奥布阿勒斯奥勒乌特德埃乌特施勒阿恩德,2,0,2,0
什埃尔普阿航天公司,2,0,2,0
什埃恩克阿尔学院工程德埃斯伊格恩,2,0,2,0
什埃恩兹赫埃恩乌尔布阿恩交通普勒阿恩恩伊恩中心公司有限公司,2,0,2,0
什埃恩兹赫埃恩乌尔布阿恩普乌布勒安全技术研究研究所公司有限公司,2,0,2,0
什埃恩兹赫埃恩克阿恩德奥尔技术有限公司,2,0,2,0
什埃恩兹赫埃恩大学格埃恩医院,2,0,2,0
什埃恩兹赫埃恩姆乌恩伊克伊普阿勒德埃斯伊格恩研究研究所公司有限公司,2,0,2,0
什埃恩兹赫埃恩恩特埃克特埃斯特伊恩技术公司有限公司,2,0,2,0
什埃恩兹赫埃恩斯埃兹克奥恩斯特尔乌克特格拉普公司有限公司,2,0,2,0
什埃恩兹赫埃恩斯奥勒伊奇埃姆技术公司有限公司,2,0,2,0
什埃恩兹赫埃恩斯尔技术材料公司有限公司,2,0,2,0
什埃恩兹赫埃恩普乌特艾技术公司有限公司,2,0,2,0
什埃恩兹赫埃恩普埃奥普勒埃斯医院,2,0,2,0
什埃恩兹赫埃恩普阿恩乌环境普拉奥特埃克特技术公司有限公司,2,0,2,0
什埃恩兹赫埃恩普阿维奥特埃奇德埃维公司有限公司,2,0,2,0
什埃恩兹赫埃恩格拉阿德学院,2,0,2,0
什埃恩兹赫埃恩格瓦恩赫维伊瓦恩环境瓦阿特埃尔公司有限公司,2,0,2,0
什埃恩兹赫埃恩瓦阿特埃尔普勒阿恩恩伊恩德埃斯伊格恩研究所公司有限公司,2,0,2,0
什埃恩兹赫埃恩瓦阿特埃尔格拉普,2,0,2,0
什埃恩兹赫埃恩电力斯乌普普勒伊布乌尔公司有限公司,2,0,2,0
什埃恩兹赫埃恩研究研究所克斯亚姆埃恩大学,2,0,2,0
什埃恩兹赫埃恩科学院航空航天技术,2,0,2,0
什埃恩兹赫埃恩赫埃弗阿格伊尔姆阿奇伊恩埃尔伊公司有限公司,2,0,2,0
什埃恩兹赫埃恩赫瓦克埃特埃克公司有限公司,2,0,2,0
什埃恩兹赫埃恩赫瓦兹赫奥恩大学科学,2,0,2,0
什埃恩兹赫埃恩重点实验室先进技术姆阿尔伊恩埃生态,2,0,2,0
什埃恩兹赫埃恩重点实验室弗勒埃克斯伊布勒埃普拉伊恩特埃德电子技术,2,0,2,0
什埃恩兹赫埃恩重点实验室深地乌恩德埃尔格拉欧恩德工程科学格拉伊恩,2,0,2,0
什埃恩兹赫欧航天布约特埃奇恩奥勒格拉普,2,0,2,0
什埃恩勒伊1姆伊德德勒埃学院,2,0,2,0
什埃恩勒伊欧伊勒弗耶勒德什埃恩勒伊化工公司有限公司,2,0,2,0
什埃恩勒伊石油工程公司有限公司,2,0,2,0
什埃恩勒伊石油工程公司有限公司斯伊恩奥普埃克,2,0,2,0
什埃恩勒伊石油阿德姆布乌尔,2,0,2,0
什埃恩恩阿恩克伊尔克维特斯公司有限公司,2,0,2,0
什埃恩瓦乌技术格拉普公司,2,0,2,0
什埃恩赫瓦恩伊克埃,2,0,2,0
什埃恩赫瓦格拉普公司有限公司,2,0,2,0
什奥特什奥特工程斯尔勒,2,0,2,0
什尔伊什阿恩克阿尔阿奇阿尔伊阿技术克阿姆普乌斯,2,0,2,0
什尔伊格乌尔乌格奥布伊恩德斯伊恩赫特拉伊克埃恩特埃恩阿尔伊大学,2,0,2,0
什尔伊阿恩阿勒阿姆姆阿恩学院工程技术,2,0,2,0
什欧格瓦恩勒亚恩姆埃恩普埃特拉奥奇埃姆公司有限公司,2,0,2,0
什欧格阿恩格拉普,2,0,2,0
什欧格阿恩研究理工学院,2,0,2,0
什阿勒埃天然气格埃奥勒埃维阿勒瓦特埃弗弗伊克耶恩特德埃维重点实验室斯伊克,2,0,2,0
什阿勒埃天然气研究研究所斯欧斯瓦埃斯特石油天然气弗耶勒德公司,2,0,2,0
什阿勒埃天然气研究研究所普埃特拉奥奇伊恩阿斯欧斯瓦埃斯特石油天然气,2,0,2,0
什阿奥克斯伊恩兹赫奥恩奇阿恩化工公司有限公司,2,0,2,0
什阿奥克斯伊恩特埃斯特伊恩研究所库阿勒技术斯乌普埃尔维伊斯,2,0,2,0
什阿奥格瓦恩赫埃克技术尔德公司有限公司,2,0,2,0
什阿尔伊弗大学,2,0,2,0
什阿恩德奥恩大学,2,0,2,0
什阿恩赫艾伊埃克阿布约技术公司有限公司,2,0,2,0
什阿瓦环境伊恩弗拉阿斯特尔乌克特公司,2,0,2,0
什阿赫伊德布埃恩阿兹伊尔布赫乌特特奥瓦奥姆埃恩大学,2,0,2,0
什阿赫伊德布赫阿格阿特斯伊恩赫州立大学,2,0,2,0
什阿赫尔乌德大学,2,0,2,0
伊,2,0,2,0
伊12国家斯埃克乌尔克奥姆普勒埃克斯,2,0,2,0
伊2,2,0,2,0
伊3592大学阿恩特伊勒勒埃斯格乌伊阿恩埃,2,0,2,0
伊乌勒伊恩创新研究所克勒伊恩能源,2,0,2,0
伊乌勒伊恩化工克乌普埃尔阿特,2,0,2,0
伊乌德阿科技大学,2,0,2,0
伊乌恩勒奥恩勒阿克埃实验室深地乌恩德埃尔格拉欧恩德科学工程,2,0,2,0
伊乌恩恩伊电力公司有限公司,2,0,2,0
伊乌斯特阿瓦阿恩特伊普奥尔阿,2,0,2,0
伊克2尔,2,0,2,0
伊克克拉,2,0,2,0
伊克克阿斯,2,0,2,0
伊克埃斯,2,0,2,0
伊克奥尔埃德伊格伊特阿勒储库格拉普,2,0,2,0
伊克姆伊公司有限公司,2,0,2,0
伊克姆姆克斯伊克,2,0,2,0
伊克姆阿特埃克恩尔,2,0,2,0
伊克拉伊克阿特阿勒阿恩研究所研究先进斯特乌德耶斯,2,0,2,0
伊克拉伊普格勒勒维斯公司,2,0,2,0
伊克拉阿弗,2,0,2,0
伊克普埃克奥普埃特拉奥勒,2,0,2,0
伊克格乌杰尔阿勒旁遮普技术大学克阿姆普乌斯,2,0,2,0
伊克特公司,2,0,2,0
伊克阿姆斯伊特埃勒伊勒勒埃,2,0,2,0
伊克阿尔中心伊恩勒阿恩德弗伊什埃尔耶斯研究院,2,0,2,0
伊克阿尔伊恩德亚恩研究所姆艾兹埃研究,2,0,2,0
伊克阿尔伊恩德亚恩研究所斯欧伊布伊恩研究,2,0,2,0
伊克阿尔伊恩德亚恩维埃特研究院,2,0,2,0
伊克阿赫恩学院医学姆特斯伊恩艾,2,0,2,0
伊勒伊奇瓦恩恩伊恩布约特埃奇恩奥勒公司有限公司,2,0,2,0
伊勒勒伊恩欧伊斯克勒伊恩克奥勒研究所,2,0,2,0
伊勒勒伊恩欧伊斯国家格埃奥勒斯乌尔维伊,2,0,2,0
伊勒勒阿姆大学,2,0,2,0
伊埃什瓦阿恩特拉阿奥奇阿维阿恩学院工程,2,0,2,0
伊埃勒勒奥瓦尔伊维埃尔工程咨询公司有限公司,2,0,2,0
伊埃杰亚瓦伊技术公司有限公司,2,0,2,0
伊埃格瓦能源阿斯斯奥克亚特埃斯,2,0,2,0
伊奇尔奥恩有限公司,2,0,2,0
伊奇特姆,2,0,2,0
伊奥布埃州立大学,2,0,2,0
伊奥恩弗乌克奥姆姆奥德公司有限公司,2,0,2,0
伊奥恩斯伊大学,2,0,2,0
伊奥恩杰亚恩实验室,2,0,2,0
伊姆伊德拉阿,2,0,2,0
伊姆埃斯姆阿恩阿格埃姆埃恩特公司,2,0,2,0
伊姆德伊埃恩埃尔格亚研究所,2,0,2,0
伊姆德伊阿格瓦,2,0,2,0
伊姆普埃尔亚勒学院科学技术医学,2,0,2,0
